id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
744,746,432,21,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,0.00001681,0.00004329,0.00000239,0.040025852830323276,1.0323584043676326,0.0000025374663227,-0.000000874700842,Bet,11,Cas,1,744,,30.06076302628229,Bet,2.303,2.263
758,760,431,20,,,,0.155525,79.714545,105.4852,106.17,-39.37,1.0,6.01,0.894,A7IV,0.203,18.819015,0.767057,103.790103,0.00001777,0.00005506,-0.00000259,0.04071640485849065,1.3912812778774724,0.0000005147266846,-0.000000190871146,,,Cep,1,758,,38.22962165659194,,,
759,761,493,24,,Kap1Scl,,0.155851,-27.987928,77.4593,72.57,-9.99,9.0,5.42,0.975,F3V,0.414,68.343305,2.790097,-36.350566,0.00000525,0.00002749,-0.00000763,0.04080165350626981,-0.4884814967877525,0.000000351829288,-0.000000048432886,Kap-1,,Scl,1,759,,35.481338923357534,,,
763,765,496,25,Gl 9.1,Eps Phe,,0.156836,-45.747426,44.2087,122.15,-180.13,-9.2,3.88,0.652,K0III,1.013,30.82377,1.266396,-31.665333,-0.00003526,0.00002475,-0.0000202,0.04105967874921949,-0.7984432093302175,0.0000005921999108,-0.000000873294882,Eps,,Phe,1,763,,47.7749234659094,,,
796,798,565,,,,,0.164474,-62.296794,132.2751,17.32,17.5,0.0,6.34,0.733,A6V,0.164,61.43658,2.647095,-117.11209,0.00000945,0.00001152,0.00000522,0.04305914373513288,-1.0872841726290523,0.0000000839697295,0.000000084842394,,,Tuc,1,796,,44.34044016334413,,,
801,803,545,,,,,0.165283,-2.561266,374.5318,3.61,-14.97,18.0,6.84,-1.027,K2,1.611,373.807577,16.185173,-16.736949,0.00001688,0.00000729,-0.00002798,0.043271114140521344,-0.04470252404531125,0.0000000175017739,-0.000000072576607,,,Psc,1,801,,224.28488158692844,,,
811,813,560,26,,34    Psc,,0.167278,11.145813,93.633,29.73,1.64,14.0,5.54,0.683,B9V,-0.064,91.778975,4.021883,18.099895,0.0000133,0.00001409,0.0000035,0.043793360182188254,0.19453113557076,0.0000001441351072,0.000000007950944,,34,Psc,1,811,,46.43014072818033,,,
812,814,636,30,,Gam3Oct,,0.167293,-82.224047,78.064,-21.66,-20.39,15.0,5.29,0.828,K1/K2III,1.049,10.551931,0.46238,-77.346312,-0.00000521,-0.00000843,-0.00001624,0.04379732015687193,-1.4350803419682037,-0.0000001050106432,-0.000000098853509,Gam-3,,Oct,1,812,,40.625619818684335,,,
828,829,626,,,,,0.168888,-78.300717,276.2431,8.12,-23.32,0.0,6.97,-0.236,K3III,1.377,55.960458,2.475975,-270.504245,-0.00003103,0.00000951,-0.00000633,0.044214885460120035,-1.3666053162623124,0.0000000393668709,-0.00000011305855,,,Hyi,1,828,,108.243044760913,,,
838,840,587,29,,,,0.171908,-5.248588,58.309,34.98,-29.01,24.0,5.84,2.011,K1III,0.973,58.00594,2.612349,-5.333956,0.00002322,0.00001094,-0.00001041,0.04500547089347276,-0.09160513463892,0.0000001695878255,-0.000000140644448,,,Psc,1,838,,13.66469680740465,,,
839,841,571,27,,22    And,,0.172012,46.072272,377.3585,4.51,0.21,-5.0,5.01,-2.874,F2II,0.405,261.527194,11.785276,271.779391,-0.00000419,0.00000807,-0.00000342,0.04503274031959869,0.8041128329084449,0.000000021865097,0.000000001018108,,22,And,1,839,,1229.1361730601686,,,
855,857,584,28,,,,0.174909,57.165494,179.5332,20.1,-1.19,2.0,6.74,0.469,B7IV,-0.074,97.24344,4.456056,150.85103,0.00000118,0.00001757,0.00000116,0.045790965666060675,0.9977260975187825,0.0000000974475498,-0.000000005769282,,,Cas,1,855,,56.545754068762086,,,
856,858,613,,,,,0.175667,33.130884,305.8104,-25.63,-0.52,-13.7,6.83,-0.597,K4III,1.429,255.822162,11.773394,167.141659,-0.00000955,-0.00003848,-0.0000083,0.045989550744719644,0.5782430159409787,-0.0000001242577463,-0.000000002521031,,,And,1,856,,150.93848966549518,,,
858,860,593,,,,,0.176293,59.673407,549.4505,7.17,-3.15,-3.0,6.7,-2.0,B1V,-0.017,277.137659,12.800043,474.264377,0.00000481,0.00001934,-0.00000688,0.04615349115998284,1.0414974223732374,0.0000000347611409,-0.00000001527163,,,Cas,1,858,,549.5408738576248,,,
863,865,661,32,,,,0.177328,-73.224389,70.4225,121.5,18.57,-14.0,6.66,2.421,F3/F5IV+...,0.372,20.303695,0.943521,-67.42537,0.00000001,0.00004152,0.00001554,0.046424329175441405,-1.278006683238375,0.0000005890486219,0.0000000900299,,,Tuc,1,863,,9.366988779521161,,,
871,873,645,31,,,,0.178565,-12.579897,75.0188,149.39,-38.22,6.0,5.84,1.464,K0III,1.0,73.137904,3.421562,-16.339167,0.00000042,0.00005441,-0.0000149,0.04674809930262709,-0.219560616338145,0.0000007242631574,-0.000000185295788,,,Cet,1,871,,22.615177461083626,,,
879,881,656,,,,,0.179692,-34.860715,166.113,85.2,-1.28,0.0,6.89,0.788,K0III,0.951,136.152221,6.409869,-94.947433,-0.00000381,0.00006851,-0.00000085,0.047043172285988546,-0.6084342562991313,0.0000004130612558,-0.000000006205615,,,Scl,1,879,,42.150234972104414,,,
900,902,663,,,,,0.18552,57.587941,310.559,-37.27,11.0,-17.3,6.68,-0.781,K1III,1.212,166.264646,8.081455,262.178477,-0.00002071,-0.00005718,-0.00000606,0.048569118961986,1.0050991846331598,-0.0000001806900587,0.000000053329504,,,Cas,1,900,,178.81337486902157,,,
904,906,688,,,,,0.186013,-3.321389,202.0202,27.57,-12.04,0.0,6.74,0.213,G5,1.025,201.441762,9.817588,-11.704386,-0.000002,0.00002694,-0.00001177,0.04869807255240263,-0.057969170751211246,0.0000001336631317,-0.000000058371567,,,Psc,1,904,,71.58136899114739,,,
908,910,693,33,Gl 10,6    Cet,,0.187739,-15.467977,18.7477,-84.2,-269.31,14.6,4.89,3.525,F5V,0.487,18.046958,0.887717,-5.000042,0.00000823,-0.00000726,-0.00002757,0.0491498571352085,-0.26996713445257625,-0.000000408213119,-0.000001305651723,,6,Cet,1,908,,3.3884415613920247,,,
928,930,720,34,,Kap2Scl,,0.192894,-27.799737,243.309,4.61,17.09,-6.0,5.41,-1.521,K2III,1.346,214.952607,10.864269,-113.475053,0.00000369,0.00000563,0.00002069,0.05049962656171839,-0.4851969350217425,0.0000000223499107,0.000000082854658,Kap-2,,Scl,1,928,,353.50861336199705,,,
930,932,731,,,,,0.193145,-18.600657,160.5136,41.63,8.79,0.0,6.93,0.902,K0III,0.994,151.934688,7.689193,-51.199051,0.00000054,0.00003246,0.00000648,0.05056530699443313,-0.32464270711768245,0.0000002018279352,0.000000042615122,,,Cet,1,930,,37.94897062076348,,,
948,950,739,35,GJ 3013,The Scl,,0.195552,-35.133119,21.2766,169.01,113.75,-13.5,5.24,3.6,F3/F5V,0.459,17.377471,0.890451,-12.244148,-0.00000543,0.00001718,0.00001754,0.051195352606513186,-0.6131886115888412,0.0000008193836015,0.000000551475561,The,,Scl,1,948,,3.162277660168378,,,
964,966,770,,,,,0.19891,-42.172144,118.9061,-87.8,-45.06,0.0,6.53,1.154,K0III,1.041,88.005554,4.58687,-79.82884,-0.00001478,-0.00005145,-0.00001925,0.05207440941889913,-0.736042768499135,-0.0000004256664115,-0.000000218457044,,,Phe,1,964,,30.088462766457255,,,
965,967,743,36,,,,0.199741,48.152396,202.0202,60.54,10.39,16.0,6.18,-0.347,K4III,1.467,134.593958,7.044791,150.48939,0.00000023,0.00005938,0.00001898,0.05229206017926932,0.8404178597562337,0.0000002935062022,0.000000050372141,,,And,1,965,,119.89470404794197,,,
967,969,756,,,,,0.200381,23.471749,154.7988,86.82,3.73,0.0,6.58,0.631,K0III,0.99,141.79488,7.445375,61.655874,-0.00000453,0.000065,0.00000257,0.05245955900832776,0.4096593072310625,0.0000004209152375,0.00000001808355,,,And,1,967,,48.70796664925366,,,
971,973,780,,,,,0.200839,-13.813179,194.5525,-3.9,-17.19,0.0,6.56,0.115,K0III,1.074,188.66483,9.929064,-46.450738,-0.00000367,-0.00000388,-0.00001574,0.05257956055733151,-0.24108545522037125,-0.0000000189077335,-0.000000083339471,,,Cet,1,971,,78.34296427662116,,,
979,981,761,,,,,0.202242,53.623888,119.9041,38.9,-12.28,4.0,6.87,1.476,F0,0.262,71.013476,3.763545,96.539752,0.00000697,0.00002301,-0.00000094,0.052946955184565186,0.9359133980677087,0.0000001885925217,-0.000000059535119,,,Cas,1,979,,22.36660149466176,,,
981,983,787,37,,,,0.202773,-17.938278,190.8397,60.48,-24.69,-8.0,5.29,-1.113,K4III,1.478,181.306922,9.633925,-58.777132,-0.00001777,0.00005509,-0.00001921,0.0530859466339975,-0.31308200637934874,0.000000293215314,-0.000000119700497,,,Cet,1,981,,242.77278476809965,,,
1007,1009,800,,,,,0.209484,44.707195,140.8451,98.84,-21.64,-37.5,6.5,0.756,K0,1.112,99.949434,5.487173,99.082032,-0.00002054,0.00006646,-0.00003748,0.054842718911116285,0.7802877530053,0.0000004791898419,-0.00000010491368,,,And,1,1007,,43.41102097073453,,,
1024,1026,818,,,,,0.213338,46.095405,54.4959,94.57,-13.25,-25.0,6.63,2.948,F2,0.402,37.73162,2.109643,39.26389,-0.00001658,0.0000241,-0.00002085,0.055851886772604886,0.804516584919145,0.0000004584882977,-0.000000064237812,,,And,1,1024,,5.765009137698547,,,
1028,1030,829,38,,,,0.213957,37.693656,555.5556,0.5,-2.74,-10.0,6.71,-2.014,B2V,-0.116,438.916744,24.611131,339.688547,-0.00000365,0.00000114,-0.00001209,0.05601377421059853,0.6578784107659276,0.0000000024240684,-0.000000013283894,,,And,1,1028,,556.672798150948,V470,6.72,6.7
1044,1046,877,,,,,0.217755,-22.470173,203.252,4.23,14.97,-16.0,6.66,0.12,G8/K0III,0.961,187.515578,10.701493,-77.683354,-0.00000971,0.00000362,0.00001988,0.05700803444166352,-0.3921785059546888,0.0000000205076187,0.000000072576607,,,Cet,1,1044,,77.98301105232585,,,
1054,1057,874,,,,,0.219307,16.921456,129.5337,-16.55,-80.54,9.6,6.52,0.958,K1III,1.05,123.721378,7.111192,37.702167,0.00002467,-0.00000899,-0.00004553,0.05741433792918885,0.2953351243967925,-0.0000000802366641,-0.000000390468938,,,Peg,1,1054,,36.04126286491436,,,
1061,1063,861,,,,,0.22019,62.040878,120.048,72.25,-18.94,-12.5,6.63,1.233,Am...,0.226,56.189931,3.242884,106.036177,0.00000131,0.00004219,-0.00001646,0.05764549293148676,1.0828175925425287,0.0000003502778842,-0.000000091823711,,,Cas,1,1061,,27.976926378546505,,,
1065,1067,886,39,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4.0,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,0.00000504,0.00000303,-0.00000356,0.05775241337962613,0.2650037404493388,0.000000022786243,-0.000000039948647,Gam,88,Peg,1,1065,,926.4031007363994,Gam,2.846,2.816
1072,1074,1032,47,,,,0.222099,-84.993978,298.5075,10.97,17.4,4.0,5.78,-1.595,M0/M1III,1.71,26.003872,1.513836,-297.368888,0.00002447,0.00001733,-0.00000188,0.05814527336053162,-1.4834247648711751,0.0000000531840608,0.00000008435758,,,Oct,1,1072,,378.44258471709315,,,
1074,1076,895,40,,,,0.223312,26.987545,131.406,-15.68,-32.71,-13.0,6.24,0.647,G0III,0.68,116.896409,6.841903,59.631571,-0.0000018,-0.00001011,-0.0000246,0.05846300483563028,0.4710215244026525,-0.0000000760187851,-0.000000158582554,,,And,1,1074,,47.995442493194425,,,
1084,1086,905,41,,23    And,,0.22524,41.03537,34.904,-122.76,-146.91,-29.0,5.71,2.996,F0IV,0.331,26.282289,1.551559,22.915172,-0.00000482,-0.00002109,-0.00003822,0.05896766937385031,0.7162023089019425,-0.0000005951572743,-0.000000712239778,,23,And,1,1084,,5.515691912608027,,,
1094,1096,942,42,,,,0.228401,-26.022345,396.8254,37.59,-78.73,-30.0,5.94,-2.053,K5III,1.548,355.958884,21.310082,-174.095773,-0.00009817,0.00006656,-0.00012264,0.059795149612797055,-0.4541756048208375,0.0000001822414625,-0.00000038169381,,,Scl,1,1094,,577.0321353329299,,,
1097,1099,943,43,,,,0.228994,-26.284959,265.252,-3.21,9.89,18.0,6.14,-0.978,K4III,1.49,237.398555,14.249219,-117.463162,0.00002234,-0.00000279,0.00000325,0.05995043582795748,-0.4587590774543613,-0.0000000155625191,0.000000047948073,,,Scl,1,1097,,214.3877665973507,,,
1099,1101,957,,,,,0.229193,-48.684187,105.5966,-17.29,-22.56,0.0,6.97,1.852,A5IV,0.18,69.590364,4.180585,-79.311701,-0.00000813,-0.00000936,-0.00000762,0.06000245753750303,-0.8496993590222025,-0.0000000838242854,-0.000000109373966,,,Phe,1,1099,,15.819763986011548,,,
1100,1102,941,,,,,0.229303,-23.214784,156.7398,127.13,-74.95,0.0,6.86,0.884,K1IIICNIV,1.096,143.789666,8.642357,-61.783546,-0.0000282,0.00009508,-0.00005234,0.06003146800678079,-0.4051744104687138,0.0000006163436321,-0.000000363367853,,,Cet,1,1100,,38.583355990535146,,,
1105,1107,940,,,,,0.229882,1.383586,251.8892,-25.42,-15.09,0.0,6.79,-0.216,K0,1.257,251.359861,15.145878,6.082062,0.00000231,-0.00003096,-0.00001842,0.06018298965317102,0.02414812886414,-0.0000001232396376,-0.000000073158384,,,Psc,1,1105,,106.26738654024653,,,
1116,1118,936,,,,,0.232275,59.999319,387.5969,8.29,-10.05,-3.8,6.91,-1.032,G8II,1.12,193.444212,11.777814,335.666428,0.00001344,0.00001642,-0.00001281,0.060809392671723535,1.0471856586669777,0.0000000401910541,-0.000000048723774,,,Cas,1,1116,,225.32013356294826,,,
1121,1123,952,44,,,,0.233967,33.206039,103.1992,-7.7,-18.77,1.0,6.22,1.152,A1V,0.009,86.185527,5.285684,56.517193,0.00000622,-0.00000348,-0.0000073,0.061252472356782724,0.5795547137541388,-0.0000000373306534,-0.000000090999527,,,And,1,1121,,30.14393884279467,,,
1125,1126,1025,,,,,0.234469,-74.912002,355.8719,48.24,24.14,0.0,6.97,-0.786,K2III,1.341,92.459763,5.683215,-343.603991,0.00003503,0.00008553,0.00001084,0.06138385239854562,-1.3074610779523075,0.0000002338741195,0.000000117034022,,,Hyi,1,1125,,179.63873990638913,,,
1131,1133,976,,,,,0.23584,26.258798,113.2503,63.63,-30.49,-25.0,7.0,1.73,F7IV,0.534,101.369685,6.266853,50.104823,-0.00001765,0.00003391,-0.00002632,0.0617428742607682,0.45830247457770373,0.0000003084869449,-0.000000147819691,,,And,1,1131,,17.701089583174213,,,
1138,1140,1004,,,,,0.237419,-55.069662,45.208,-2.89,-29.25,0.0,6.66,3.384,F5IV/V,0.462,25.835213,1.607887,-37.063725,-0.00000521,-0.00000096,-0.00000367,0.06215617740274053,-0.9611469128200087,-0.0000000140111154,-0.000000141808001,,,Phe,1,1138,,3.8583355990535138,,,
1144,1146,1022,,,,,0.239114,-62.771951,396.8254,7.22,11.18,0.0,6.63,-1.363,M1III,1.697,181.205192,11.358333,-352.854169,0.00001822,0.00001506,0.00000984,0.06259989528104269,-1.0955772297310213,0.0000000350035477,0.000000054202169,,,Tuc,1,1144,,305.6328280365966,CR,6.753,6.573
1145,1147,1000,,,,,0.239112,-21.196962,55.4939,-73.81,-233.62,-13.1,6.89,3.169,F7V,0.502,51.637897,3.236717,-20.065172,-0.0000339,-0.00002202,-0.00005375,0.06259938289144584,-0.36995677844005,-0.0000003578409776,-0.00000113262172,,,Cet,1,1145,,4.703270964407777,,,
1156,1158,1014,46,,,,0.241008,-7.780532,178.5714,61.01,2.36,-2.0,5.13,-1.129,M3IIIvar,1.601,176.575373,11.155955,-24.174803,-0.00000508,0.0000526,0.0000023,0.06309567711723194,-0.1357959018859825,0.0000002957848265,0.000000011441602,,,Cet,1,1156,,246.37690767217697,AD,5.181,5.111
1159,1161,1015,,,,,0.241118,-14.431785,74.7943,-78.95,-126.37,-0.5,6.95,2.581,F5V,0.494,72.2899,4.569326,-18.640771,-0.00001008,-0.00002932,-0.00004425,0.06312449684649302,-0.25188216576667,-0.0000003827604008,-0.000000612659048,,,Cet,1,1159,,8.083510373900676,,,
1162,1164,995,,,,,0.242702,41.032642,199.6008,56.93,25.22,0.0,6.68,0.179,K0,1.172,150.262167,9.560515,131.035708,-0.00001949,0.00005396,0.00001841,0.06353912603874798,0.7161547088625875,0.0000002760044283,0.00000012227001,,,And,1,1162,,73.85841781207968,,,
1166,1168,1013,45,,89Chi Peg,,0.243378,20.206702,112.8668,90.66,1.88,-46.0,4.79,-0.473,M2III,1.572,105.704826,6.744268,38.98495,-0.00004757,0.00004667,-0.00001528,0.06371622390572443,0.3526734757518487,0.0000004395320828,0.000000009114497,Chi,89,Peg,1,1166,,134.64802883878474,,,
1169,1170,1038,48,,7    Cet,,0.244005,-18.932866,137.1742,-27.15,-73.78,-23.0,4.44,-1.246,M1III,1.64,129.488149,8.283,-44.507481,-0.00003694,-0.00002045,-0.00003878,0.06388027526450013,-0.3304408408359138,-0.0000001316269143,-0.000000357695533,,7,Cet,1,1169,,274.4100418256573,AE,4.484,4.384
1174,1176,1037,,,,,0.244572,-14.80524,123.9157,122.86,-40.2,-29.8,6.63,1.164,G8III/IV,1.03,119.555952,7.665535,-31.664628,-0.00004028,0.00007137,-0.00001556,0.06402890086826939,-0.25840017933211623,0.0000005956420879,-0.000000194895099,,,Cet,1,1174,,29.81261008172248,,,
1183,1185,1051,,,,,0.246725,-14.177699,88.8889,-71.05,-47.73,-8.5,6.82,2.076,A7III,0.257,86.001618,5.562791,-21.771543,-0.00001146,-0.00003142,-0.00001781,0.06459251297394969,-0.24744752676372875,-0.00000034446012,-0.000000231401569,,,Cet,1,1183,,12.870635762533324,,,
1189,1191,1064,51,,,,0.248476,-9.569571,103.8422,22.64,-8.45,17.0,5.77,0.688,B9V,-0.084,102.180753,6.656346,-17.26328,0.00001566,0.00001244,-0.00000708,0.06505093141590118,-0.167020522459115,0.0000001097618173,-0.000000040966756,,,Cet,1,1189,,46.21681360922447,,,
1190,1192,1063,,,,,0.248823,-3.027412,203.666,-55.36,-25.33,0.0,6.64,0.095,M0,1.499,202.950394,13.239264,-10.756361,0.00000224,-0.00005463,-0.00002497,0.06514169556253138,-0.052838313528918754,-0.0000002683928536,-0.000000122803305,,,Psc,1,1190,,79.79946872679768,,,
1191,1193,1048,49,,,,0.24886,22.284225,140.8451,45.06,-11.0,-15.0,6.25,0.506,A1p,-0.004,130.049339,8.484933,53.40861,-0.00001333,0.00002996,-0.00001277,0.06515146049913902,0.38893309836684,0.0000002184570445,-0.000000053329504,,,Peg,1,1191,,54.651237451987186,,,
1193,1195,1089,54,,,,0.249515,-34.904223,194.5525,76.54,-11.99,-52.0,6.17,-0.275,K3III,1.344,159.213712,10.41521,-111.323904,-0.00005469,0.00006876,0.00002116,0.0653227509184221,-0.60919361063015,0.0000003710763911,-0.00000005812916,,,Scl,1,1193,,112.20184543019641,,,
1194,1196,1061,50,,35    Psc,,0.249677,8.820962,77.7605,97.67,-24.96,1.0,6.02,1.566,F0IV,0.312,76.676686,5.019156,11.92437,0.00000004,0.0000369,-0.00000914,0.06536539127831574,0.1539548321669275,0.0000004735175218,-0.000000121009494,,35,Psc,1,1194,,20.58732876733527,UU,6.11,5.99
1206,1208,1075,52,,,,0.25193,31.535725,286.533,33.23,-5.37,2.0,6.34,-0.946,K5,1.555,243.685175,16.095672,149.865392,0.00000259,0.00004643,-0.00000529,0.06595504665637793,0.5504022261981775,0.000000161103586,-0.000000026034494,,,And,1,1206,,208.16130409176395,,,
1213,1215,1083,53,,,,0.252934,27.28344,135.1351,14.69,-15.37,-4.0,6.35,0.696,A1Vn,-0.002,119.83804,7.947067,61.944926,0.00000034,0.00000967,-0.00001082,0.06621802316738463,0.47618585498620747,0.0000000712191297,-0.000000074515862,,,And,1,1213,,45.87752705471357,,,
1231,1233,1082,,,,,0.254953,44.203397,331.1258,6.82,-0.66,-6.0,6.76,-0.84,B9,-0.046,236.845306,15.832156,230.863388,-0.00000438,0.00001068,-0.00000504,0.06674656631256388,0.7714948130020125,0.000000033064293,-0.00000000319977,,,And,1,1231,,188.79913490962926,V348,6.785,6.745
1247,1249,1133,,,,,0.26073,5.843847,174.5201,46.2,3.37,0.0,6.98,0.771,K0,1.151,173.208835,11.841435,17.769223,-0.00000296,0.00003898,0.00000284,0.06825885285930365,0.10199437395943375,0.0000002239839204,0.000000016338221,,,Psc,1,1247,,42.81539943374175,,,
1266,1269,1142,,,,,0.265239,61.000172,132.9787,-20.94,-10.28,-17.0,6.43,0.811,G8III...,0.838,64.313567,4.473022,116.305853,-0.00000169,-0.00001365,-0.00001842,0.0694393327001338,1.0646538509100976,-0.0000001015199847,-0.000000049838846,,,Cas,1,1266,,41.26672463229361,,,
1267,1268,1221,58,,,,0.265257,-75.911615,189.3939,-17.82,-2.41,16.0,6.49,0.103,G8/K0III,0.983,45.990882,3.198834,-183.697332,0.00000297,-0.00001619,-0.00001641,0.0694441780542686,-1.3249076252350789,-0.0000000863937979,-0.000000011684009,,,Hyi,1,1267,,79.21364541528511,,,
1286,1288,1187,57,,,,0.269126,-31.446394,152.207,117.87,-27.11,26.0,5.66,-0.252,K2III,1.35,129.530168,9.141561,-79.406606,0.0000061,0.00008762,-0.00003094,0.07045707918649612,-0.5488431140386449,0.0000005714498853,-0.000000131432988,,,Scl,1,1286,,109.84998450583755,,,
1291,1292,1237,,GJ 3021,,,0.26986,-79.851182,17.4978,433.87,-57.95,0.0,6.59,5.375,G6V,0.749,3.075498,0.217909,-17.224019,-0.00000742,0.00003637,-0.00000087,0.07064905428476348,-1.3936660293083614,0.0000021034611158,-0.000000280949527,,,Hyi,1,1291,,0.616595001861482,,,
1293,1296,1141,55,,,,0.270527,76.950755,192.3077,19.77,-3.13,-7.0,6.35,-0.07,B9Vn,-0.044,43.311977,3.07278,187.341554,-0.00000008,0.00001847,-0.00000763,0.07082372966706565,1.343044035221655,0.0000000958476646,-0.000000015174668,,,Cep,1,1293,,92.89663867799364,,,
1300,1302,1185,56,,,,0.272645,43.595049,106.4963,35.61,-23.43,2.0,6.12,0.983,A2V,0.068,76.931585,5.500631,73.435278,0.00000849,0.00001904,-0.00000735,0.0713782436188269,0.7608771450713563,0.0000001726421516,-0.000000113591845,,,And,1,1300,,35.22086356184676,,,
1317,1319,1227,59,,36    Psc,,0.276122,8.240154,125.0,-28.01,-14.69,1.0,6.12,0.635,G8II-III,0.919,123.386422,8.935011,17.915321,0.00000351,-0.00001676,-0.00000866,0.07228869378227067,0.14381782183262123,-0.0000001357963119,-0.000000071219129,,36,Psc,1,1317,,48.5288500162121,,,
1323,1325,1228,,,,,0.277617,1.850607,245.098,4.58,12.2,-6.3,6.98,0.033,M5III,1.6,244.323377,17.788776,7.915087,-0.00000728,0.00000493,0.00001428,0.07268008128908249,0.03229918353860375,0.0000000222044666,0.000000059147269,,,Psc,1,1323,,84.48896694845206,BV,7.074,6.894
1328,1330,1259,,,,,0.278352,-32.688435,149.4768,-27.71,-25.62,0.0,6.67,0.797,K0III,1.077,125.468755,9.159398,-80.728004,-0.00000854,-0.00002076,-0.00001562,0.07287238550862979,-0.57052082183106,-0.0000001343418709,-0.000000124209264,,,Scl,1,1328,,41.80228289540325,,,
1329,1331,1256,61,,,,0.278429,-20.210061,182.8154,-6.96,-1.53,19.0,6.5,0.19,B6III/IV,-0.108,171.104476,12.494362,-63.156013,0.00001817,-0.00000486,-0.00000799,0.07289247674846853,-0.3527321029044288,-0.0000000337430322,-0.000000007417649,,,Cet,1,1329,,73.11390834834172,,,
1331,1333,1223,,,,,0.278619,36.629812,126.4223,-27.92,-25.46,-1.0,6.99,1.481,A0,0.05,101.185013,7.393758,75.428914,0.00000971,-0.00001645,-0.00001313,0.07294232160017841,0.6393108309563237,-0.0000001353599796,-0.000000123433563,,,And,1,1331,,22.263836295529075,,,
